version account-id interface-id srcaddr dstaddr srcport dstport protocol packets bytes start end action log-status
2 123456789012 eni-e3580e90 192.168.1.1 192.168.4.106 80 60127 6 133 1228752 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.4.42 192.168.1.1 39279 80 6 652 928448 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 26.42.23.184 36960 80 6 652 928448 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 26.42.23.184 192.168.1.1 80 36960 6 56 457704 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.4.42 80 39279 6 56 457704 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.6.105 192.168.1.1 33764 80 6 434 227850 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 157.21.48.30 36682 80 6 434 227850 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 157.21.48.30 192.168.1.1 80 36682 6 339 553784 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.6.105 80 33764 6 339 553784 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.148 192.168.1.1 55454 443 6 34 50694 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 69.71.249.49 37634 443 6 34 50694 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 69.71.249.49 192.168.1.1 443 37634 6 229 46444 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.148 443 55454 6 229 46444 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.6.183 192.168.1.1 35796 80 6 516 719820 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 16.196.247.74 40185 80 6 516 719820 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 16.196.247.74 192.168.1.1 80 40185 6 644 268320 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.6.183 80 35796 6 644 268320 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.6.162 192.168.1.1 34192 80 6 700 1020600 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 26.42.23.184 35433 80 6 700 1020600 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 26.42.23.184 192.168.1.1 80 35433 6 679 361900 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.6.162 80 34192 6 679 361900 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.215 192.168.1.1 36852 443 6 243 322947 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 133.5.110.215 52775 443 6 243 322947 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 133.5.110.215 192.168.1.1 443 52775 6 236 173745 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.215 443 36852 6 236 173745 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.5.186 192.168.1.1 41992 80 6 233 250941 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 50.137.76.149 54520 80 6 233 250941 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 50.137.76.149 192.168.1.1 80 54520 6 230 294279 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.5.186 80 41992 6 230 294279 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.61 192.168.1.1 37364 443 6 879 664524 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 66.78.28.114 33940 443 6 879 664524 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 66.78.28.114 192.168.1.1 443 33940 6 3 1176981 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.61 443 37364 6 3 1176981 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.114 192.168.1.1 42025 443 6 280 249480 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 28.18.134.127 37320 443 6 280 249480 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 28.18.134.127 192.168.1.1 443 37320 6 388 226240 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.114 443 42025 6 388 226240 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.61 192.168.1.1 59621 80 6 316 267652 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 53.169.81.131 37295 80 6 316 267652 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 53.169.81.131 192.168.1.1 80 37295 6 474 376356 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.61 80 59621 6 474 376356 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.3.226 192.168.1.1 47708 443 6 104 129168 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 120.16.188.248 51134 443 6 104 129168 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 120.16.188.248 192.168.1.1 443 51134 6 720 112840 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.3.226 443 47708 6 720 112840 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.215 192.168.1.1 39061 443 6 442 537030 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 185.213.73.117 45584 443 6 442 537030 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 185.213.73.117 192.168.1.1 443 45584 6 534 375700 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.215 443 39061 6 534 375700 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.3.228 192.168.1.1 38006 80 6 202 188062 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 66.78.28.114 54100 80 6 202 188062 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 66.78.28.114 192.168.1.1 80 54100 6 440 123018 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.3.228 80 38006 6 440 123018 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.3.150 192.168.1.1 52332 443 6 395 201845 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 20.141.143.169 47709 443 6 395 201845 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 20.141.143.169 192.168.1.1 443 47709 6 625 451485 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.3.150 443 52332 6 625 451485 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.5.151 192.168.1.1 58258 443 6 685 752130 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 157.21.48.30 46053 443 6 685 752130 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 157.21.48.30 192.168.1.1 443 46053 6 630 719935 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.5.151 443 58258 6 630 719935 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.148 192.168.1.1 33047 80 6 290 352640 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 61.209.25.155 48977 80 6 290 352640 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 61.209.25.155 192.168.1.1 80 48977 6 790 430070 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.148 80 33047 6 790 430070 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.4.42 192.168.1.1 36078 80 6 226 166110 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 238.254.71.114 48155 80 6 226 166110 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 238.254.71.114 192.168.1.1 80 48155 6 665 300806 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.4.42 80 36078 6 665 300806 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.4.106 192.168.1.1 48518 443 6 328 352272 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 18.83.14.191 46973 443 6 328 352272 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 18.83.14.191 192.168.1.1 443 46973 6 649 401472 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.4.106 443 48518 6 649 401472 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.151 192.168.1.1 47201 80 6 681 1003113 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 20.173.203.112 47815 80 6 681 1003113 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 20.173.203.112 192.168.1.1 80 47815 6 189 781107 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.151 80 47201 6 189 781107 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.6.105 192.168.1.1 59596 443 6 449 480430 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 61.16.18.147 55177 443 6 449 480430 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 61.16.18.147 192.168.1.1 443 55177 6 838 643866 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.6.105 443 59596 6 838 643866 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.5.99 192.168.1.1 43431 443 6 989 1122515 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 20.141.143.169 52201 443 6 989 1122515 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 20.141.143.169 192.168.1.1 443 52201 6 486 733838 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.5.99 443 43431 6 486 733838 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.61 192.168.1.1 37649 443 6 2 1052 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 26.224.25.240 38397 443 6 2 1052 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 26.224.25.240 192.168.1.1 443 38397 6 772 1362 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.61 443 37649 6 772 1362 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.61 192.168.1.1 54813 443 6 285 403845 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 136.116.150.201 46984 443 6 285 403845 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 136.116.150.201 192.168.1.1 443 46984 6 102 338865 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.61 443 54813 6 102 338865 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.151 192.168.1.1 41937 80 6 338 203814 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 53.237.210.183 56340 80 6 338 203814 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 53.237.210.183 192.168.1.1 80 56340 6 369 314002 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.151 80 41937 6 369 314002 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.6.183 192.168.1.1 47339 443 6 448 230720 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 53.237.210.183 44607 443 6 448 230720 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 53.237.210.183 192.168.1.1 443 44607 6 449 518784 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.6.183 443 47339 6 449 518784 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.3.228 192.168.1.1 51278 80 6 214 285690 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 20.173.203.112 42136 80 6 214 285690 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 20.173.203.112 192.168.1.1 80 42136 6 769 182756 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.3.228 80 51278 6 769 182756 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.4.166 192.168.1.1 39546 443 6 890 1312750 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 133.5.110.215 58035 443 6 890 1312750 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 133.5.110.215 192.168.1.1 443 58035 6 9 866860 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.4.166 443 39546 6 9 866860 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.6.205 192.168.1.1 36292 80 6 845 943865 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 157.176.124.159 39516 80 6 845 943865 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 157.176.124.159 192.168.1.1 80 39516 6 431 921895 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.6.205 80 36292 6 431 921895 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.99 192.168.1.1 33761 80 6 428 477220 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 26.224.25.240 32969 80 6 428 477220 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 26.224.25.240 192.168.1.1 80 32969 6 996 561536 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.99 80 33761 6 996 561536 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.110 192.168.1.1 33458 443 6 712 748312 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 155.131.68.149 51018 443 6 712 748312 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 155.131.68.149 192.168.1.1 443 51018 6 99 361696 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.110 443 33458 6 99 361696 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.5.186 192.168.1.1 60449 80 6 796 1176488 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 61.209.25.155 41249 80 6 796 1176488 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 61.209.25.155 192.168.1.1 80 41249 6 577 663068 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.5.186 80 60449 6 577 663068 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.3.226 192.168.1.1 37210 80 6 698 370638 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 120.16.188.248 54086 80 6 698 370638 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 120.16.188.248 192.168.1.1 80 54086 6 225 1047000 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.3.226 80 37210 6 225 1047000 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.78 192.168.1.1 43252 80 6 659 721605 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 212.9.174.56 49458 80 6 659 721605 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 212.9.174.56 192.168.1.1 80 49458 6 109 620119 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.1.78 80 43252 6 109 620119 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.5.106 192.168.1.1 41730 80 6 548 548000 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 157.21.48.30 58759 80 6 548 548000 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 157.21.48.30 192.168.1.1 80 58759 6 625 372640 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.5.106 80 41730 6 625 372640 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.5.99 192.168.1.1 46716 443 6 310 230330 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 18.81.125.180 59817 443 6 310 230330 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 18.81.125.180 192.168.1.1 443 59817 6 149 233740 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.5.99 443 46716 6 149 233740 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.114 192.168.1.1 51647 80 6 268 211720 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 207.51.53.232 58864 80 6 268 211720 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 207.51.53.232 192.168.1.1 80 58864 6 182 273092 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.114 80 51647 6 182 273092 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.151 192.168.1.1 36093 443 6 66 56100 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 212.9.174.56 58206 443 6 66 56100 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 212.9.174.56 192.168.1.1 443 58206 6 950 52866 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.151 443 36093 6 950 52866 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.4.134 192.168.1.1 52984 80 6 159 235479 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 129.147.174.240 49393 80 6 159 235479 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 129.147.174.240 192.168.1.1 80 49393 6 113 236910 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.4.134 80 52984 6 113 236910 1556000000 1556000120 ACCEPT OK
